"DESCRIPTION","DURATION IN MS","NAME","PARENT SUITE","START TIME","STATUS","STOP TIME","SUB SUITE","SUITE","TEST CLASS","TEST METHOD"
"","1","""before all"" hook for ""should open portfolio site and submit contact form""","","2026-05-19","broken","2026-05-19","","Portfolio Contact Form Test","Portfolio Contact Form Test","""before all"" hook for ""should open portfolio site and submit contact form"""
